Site.x	Tag	Unique.Random.ID	File	Total.Reads	Aligned.Reads	Unaligned.Reads	Ambiguously.Aligned.Reads	No.Genomic.Sequence	Duplicate.Reads..removed.	Unique.Reads..remaining.	Total.Cs	Methylated.CpGs	Unmethylated.CpGs	Methylated.chgs	Unmethylated.chgs	Methylated.CHHs	Unmethylated.CHHs	Species.x	Site.x.x	Community.x	Plot.x	C.W.G.x	Plant.ID.x	Leaf.collection.DOY.x	Phenology.x	Collector.x	mix	Species.y	Site.y	Plot.y	C.T.x	Plant.ID.y	Date	FLWR.PHENO.Flwr.Bud	FLWR.PHENO.Flwr.Mat	FLWR.PHENO.Flwr.Sen.	FLWR.PHENO.Cap.twist	FLWR.PHENO.Seed.Disp	FLWR.PHE.Aborted	Eaten	Height	PHENO	Flwr_total	Community.y	C.W.G.y	Plot.x.x	Plant.ID.x.x	Phenology.2018	X..Cap.Twist.2019	Collect.	Tag.nearby	X2019.Collection.Count	Collection.2019	Weight.x	Photo.time	Photo.DOY	DOY.Lv.collected	Lf.hairs	Aphids	Crystals.on.lv	DOY.Seed...Lv.Collected.2019	Plate.x	Location.x	Comments.x	Petri.Dish.ID.	C.T.y	Plant.ID.y.y	Species.x.x	Site.y.y	Plot.y.y	X..seeds..50.seeds.	X..seeds.Petri.dish.in.lab	ungerminated.seed.count.GD33	total.germinated.seeds	Seeds.Collection.DOY	Phenology.y	X..seeds..all.seeds.	weight.all.seeds..g.mg.	X..extra.seed	weight.extra.seeds..g.mg.	weight.50.seeds..mg.	Extra.seeds..Y.N.	Processor	Comments.y	Unique.non.random.ID	X..Dryas.flwrs	Dryas.seed.Ripeness	Notes	Chamber	C.W	Site.x.x.x	Species.y.y	Community.x.x	Plot.x.x.x	Plant.ID.x.x.x	Unique.Random.ID.x	Number.of.Seeds	Seed.weight.mg	Seed.Agar.group	Jan22.Low	Jan25.Low	Jan28.Low	Jan31.Low	Feb1st	Percent_germ	Plate.y	Location.y	Numb.Lv	Weight.y	DNA.extraction.comments	Hair.on.leaves	Petioles	Observer	Unique.Random.ID.1	Species	Site.y.y.y	Community.y.y	Plot.y.y.y	C.W.G	Plant.ID.y.y.y	Leaf.collection.DOY.y	Phenology	Collector.y	Latitude	Longitude	Comments
SVAL	0C	268	C2.9.3f11_SVAL_0C_268_R1_val_1_bismark_bt2_pe.bam	59725920	43933706	8332090	7459938	186	5268468	38665238	1443143665	44660784	103581355	24034800	173159922	26740693	1070966111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Svalbard	D.octopetala		6	C6	268	NA	NA		0	0	0	0	0	NA	3 and 4	f11	4	11.9	1 hairy	1			268	D.octopetala	Svalbard	NA	6	C	C6	NA	N	Petr Matek			No seed
SVAL	0C	268	C2.9.3f11_SVAL_0C_268_R1_val_1_bismark_bt2_pe.bam	59725920	43933706	8332090	7459938	186	5268468	38665238	1443143665	44660784	103581355	24034800	173159922	26740693	1070966111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Svalbard	D.octopetala		6	C6	268	NA	NA		0	0	0	0	0	NA	3 and 4	f11	4	11.9	1 hairy	1			268	D.octopetala	Svalbard	NA	6	C	C6	NA	N	Petr Matek			No seed
SVAL8C	8	275	C2.A03.C2e12_SVAL8C_8_275_R1_val_1_bismark_bt2_pe.bam	59115432	41930772	7748934	9435499	227	6556306	35374466	1176379918	40098060	85238437	22444659	141403032	21413602	865782128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Svalbard	D.octopetala		8	C8	275	NA	NA		0	0	0	0	0	NA	3 and 4	e12	5	12.5	1 - hairy	1			275	D.octopetala	Svalbard	NA	8	C	C8	NA	N	Petr Matek			No seed
SVAL8C	8	275	C2.A03.C2e12_SVAL8C_8_275_R1_val_1_bismark_bt2_pe.bam	59115432	41930772	7748934	9435499	227	6556306	35374466	1176379918	40098060	85238437	22444659	141403032	21413602	865782128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Svalbard	D.octopetala		8	C8	275	NA	NA		0	0	0	0	0	NA	3 and 4	e12	5	12.5	1 - hairy	1			275	D.octopetala	Svalbard	NA	8	C	C8	NA	N	Petr Matek			No seed
LATD5C	5	191	C2.A11.C2a2_LATD5C_5_191_R1_val_1_bismark_bt2_pe.bam	64006301	44260798	10476130	9269139	234	7747454	36513344	1299157136	48711248	81496012	28385962	152193187	24755841	963614886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl5	C5	191	25	0.01	C3	0	1	4	6	6	0.24	3 and 4	a2	4	15-4.5		NA			191	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl5	C	C5	234	N	Johan Martinelli			
LATD5C	5	191	C2.A11.C2a2_LATD5C_5_191_R1_val_1_bismark_bt2_pe.bam	64006301	44260798	10476130	9269139	234	7747454	36513344	1299157136	48711248	81496012	28385962	152193187	24755841	963614886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl5	C5	191	25	0.01	C3	0	0	1	2	3	0.12	3 and 4	a2	4	15-4.5		NA			191	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl5	C	C5	234	N	Johan Martinelli			
LATD2C	7	209	C2.A12.C2c4_LATD2C_7_209_R1_val_1_bismark_bt2_pe.bam	64696170	44607062	10206413	9882417	278	7599130	37007932	1349249351	51048879	85908082	28561761	158638562	28813035	996279032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C7	209	25	0.009	C5	1	3	1	2	2	0.08	3 and 4	c4	4	14.8		NA			209	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C7	234	N	Johan Martinelli			
LATD2C	7	209	C2.A12.C2c4_LATD2C_7_209_R1_val_1_bismark_bt2_pe.bam	64696170	44607062	10206413	9882417	278	7599130	37007932	1349249351	51048879	85908082	28561761	158638562	28813035	996279032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C7	209	25	0.009	C5	0	0	0	1	1	0.04	3 and 4	c4	4	14.8		NA			209	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C7	234	N	Johan Martinelli			
ALAS0C	13	254	C2.B02.C2h9_ALAS0C_13_254_R1_val_1_bismark_bt2_pe.bam	48008488	33090564	7764335	7153402	187	5098783	27991781	970652662	34931430	63274996	21129501	113515264	21426865	716374606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C13	254	26	0.006	C7	0	0	0	0	0	0	3 and 4	h9	4	12.8	3 hairy	3			254	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C13	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	13	254	C2.B02.C2h9_ALAS0C_13_254_R1_val_1_bismark_bt2_pe.bam	48008488	33090564	7764335	7153402	187	5098783	27991781	970652662	34931430	63274996	21129501	113515264	21426865	716374606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C13	254	26	0.006	C7	0	0	0	0	1	0.038461538	3 and 4	h9	4	12.8	3 hairy	3			254	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C13	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
SVAL16C	16	276	C2.B03.C2f12_SVAL16C_16_276_R1_val_1_bismark_bt2_pe.bam	62816027	44380863	7713528	10721384	252	7750527	36630336	1292146030	42819847	100078636	22008426	158859994	20122453	948256674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Svalbard	D.octopetala		16	C16	276	NA	NA		0	0	0	0	0	NA	3 and 4	f12	4	11	1 - hairy	1			276	D.octopetala	Svalbard	NA	16	C	C16	NA	N	Petr Matek			No seed
SVAL16C	16	276	C2.B03.C2f12_SVAL16C_16_276_R1_val_1_bismark_bt2_pe.bam	62816027	44380863	7713528	10721384	252	7750527	36630336	1292146030	42819847	100078636	22008426	158859994	20122453	948256674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Svalbard	D.octopetala		16	C16	276	NA	NA		0	0	0	0	0	NA	3 and 4	f12	4	11	1 - hairy	1			276	D.octopetala	Svalbard	NA	16	C	C16	NA	N	Petr Matek			No seed
LATD4C	3	196	C2.B11.C2f2_LATD4C_3_196_R1_val_1_bismark_bt2_pe.bam	62760360	43115098	10163431	9481649	182	7785853	35329245	1229699751	45150928	81709671	26370040	144281141	26058103	906129868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl4	C3	196	26	0.008	C4	0	0	0	0	0	0	3 and 4	f2	6	10.7		NA			196	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl4	C	C3	221	N	Mario Rudner			
LATD4C	3	196	C2.B11.C2f2_LATD4C_3_196_R1_val_1_bismark_bt2_pe.bam	62760360	43115098	10163431	9481649	182	7785853	35329245	1229699751	45150928	81709671	26370040	144281141	26058103	906129868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl4	C3	196	26	0.008	C4	0	0	0	0	0	0	3 and 4	f2	6	10.7		NA			196	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl4	C	C3	221	N	Mario Rudner			
ALAS0C	5	238	C2.C01.C2h7_ALAS0C_5_238_R1_val_1_bismark_bt2_pe.bam	69265863	47999008	11026437	10240195	223	7804035	40194973	1365729593	53101825	78177441	32035859	157639584	30798159	1013976725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C5	238	26	0.005	C6	0	0	0	0	0	0	3 and 4	h7	4	13.4	1 hairy	1			238	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C5	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	5	238	C2.C01.C2h7_ALAS0C_5_238_R1_val_1_bismark_bt2_pe.bam	69265863	47999008	11026437	10240195	223	7804035	40194973	1365729593	53101825	78177441	32035859	157639584	30798159	1013976725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C5	238	26	0.005	C6	0	0	2	2	2	0.076923077	3 and 4	h7	4	13.4	1 hairy	1			238	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C5	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	12	256	C2.C02.C2b10_ALAS0C_12_256_R1_val_1_bismark_bt2_pe.bam	54886110	38061292	8337477	8487159	182	6179709	31881583	1095862605	41435984	67088954	24841070	127348177	26336874	808811546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C12	256	11	0.004	C7	0	0	0	0	0	0	3 and 4	b10	4	17.9-4.3	2 - hairy	2			256	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C12	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	12	256	C2.C02.C2b10_ALAS0C_12_256_R1_val_1_bismark_bt2_pe.bam	54886110	38061292	8337477	8487159	182	6179709	31881583	1095862605	41435984	67088954	24841070	127348177	26336874	808811546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C12	256	11	0.004	C7	0	0	0	0	0	0	3 and 4	b10	4	17.9-4.3	2 - hairy	2			256	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C12	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
LATD2C	6	198	C2.C11.C2h2_LATD2C_6_198_R1_val_1_bismark_bt2_pe.bam	69467926	48606154	9708058	11153441	273	8432354	40173800	1382574836	52964992	86078348	29158667	162991044	29946974	1021434811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C6	198	25	0.011	C4	0	1	1	1	1	0.04	3 and 4	h2	3	10.5		NA			198	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C6	234	N	Johan Martinelli			
LATD2C	6	198	C2.C11.C2h2_LATD2C_6_198_R1_val_1_bismark_bt2_pe.bam	69467926	48606154	9708058	11153441	273	8432354	40173800	1382574836	52964992	86078348	29158667	162991044	29946974	1021434811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C6	198	25	0.011	C4	0	3	4	4	5	0.2	3 and 4	h2	3	10.5		NA			198	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C6	234	N	Johan Martinelli			
ALAS0C	3	258	C2.D02.C2d10_ALAS0C_3_258_R1_val_1_bismark_bt2_pe.bam	54151255	37669367	8670884	7810854	150	6287862	31381505	1075869163	41002163	64175661	22843789	126414594	21534128	799898828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C3	258	19	0.008	C6	0	0	0	0	0	0	3 and 4	d10	2	16.3-4.3	2 hairy	2			258	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C3	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	3	258	C2.D02.C2d10_ALAS0C_3_258_R1_val_1_bismark_bt2_pe.bam	54151255	37669367	8670884	7810854	150	6287862	31381505	1075869163	41002163	64175661	22843789	126414594	21534128	799898828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C3	258	19	0.008	C6	0	0	2	2	2	0.105263158	3 and 4	d10	2	16.3-4.3	2 hairy	2			258	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C3	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
SVAL49C	49	278	C2.D03.C2h12_SVAL49C_49_278_R1_val_1_bismark_bt2_pe.bam	62496925	44364211	7721529	10410951	234	7992533	36371678	1199258299	38899990	90703929	20091167	146291965	20374289	882896959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Svalbard	D.octopetala		49	C49	278	11	0.001	C7	0	0	0	0	0	0	3 and 4	h12	4	13.2	1 - hairy	1			278	D.octopetala	Svalbard	NA	49	C	C49	NA	N	Petr Matek			Yes seed
SVAL49C	49	278	C2.D03.C2h12_SVAL49C_49_278_R1_val_1_bismark_bt2_pe.bam	62496925	44364211	7721529	10410951	234	7992533	36371678	1199258299	38899990	90703929	20091167	146291965	20374289	882896959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Svalbard	D.octopetala		49	C49	278	11	0.001	C7	0	0	0	0	0	0	3 and 4	h12	4	13.2	1 - hairy	1			278	D.octopetala	Svalbard	NA	49	C	C49	NA	N	Petr Matek			Yes seed
LATD5C	20	199	C2.D11.C2a3_LATD5C_20_199_R1_val_1_bismark_bt2_pe.bam	66266995	46290284	9554555	10421891	265	7618701	38671583	1365639766	48812767	94000039	28174406	161751978	28031379	1004869197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl5	C20	199	25	0.01	D2	0	0	0	3	3	0.12	3 and 4	a3	3	16.7-4.4		NA			199	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl5	C	C20	240	N	Johan Martinelli			
LATD5C	20	199	C2.D11.C2a3_LATD5C_20_199_R1_val_1_bismark_bt2_pe.bam	66266995	46290284	9554555	10421891	265	7618701	38671583	1365639766	48812767	94000039	28174406	161751978	28031379	1004869197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl5	C20	199	25	0.01	D2	0	0	0	4	4	0.16	3 and 4	a3	3	16.7-4.4		NA			199	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl5	C	C20	240	N	Johan Martinelli			
ALAS0C	4	240	C2.E01.C2b8_ALAS0C_4_240_R1_val_1_bismark_bt2_pe.bam	48077968	33270044	8401178	6406599	147	5456424	27813620	995342710	39069993	56172259	22438476	115909735	21633163	740119084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C4	240	21	0.004	C7	0	0	1	1	1	0.047619048	3 and 4	b8	3	16.3-4.3	3 hairy	3			240	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C4	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0C	4	240	C2.E01.C2b8_ALAS0C_4_240_R1_val_1_bismark_bt2_pe.bam	48077968	33270044	8401178	6406599	147	5456424	27813620	995342710	39069993	56172259	22438476	115909735	21633163	740119084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C4	240	21	0.004	C7	0	0	2	2	2	0.095238095	3 and 4	b8	3	16.3-4.3	3 hairy	3			240	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C4	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
